site_id,therapeutic_area,indication,planned_start_date,site_startup_days,fpi_date,enrollment_months,target_enrollment,actual_enrollment,avg_enroll_rate_per_month,screen_fail_rate,protocol_deviation_rate,data_entry_lag_days,retention_rate,competing_trials_same_ta
SITE1078,Oncology,Breast Cancer,2018-06-06,50,2018-07-26,5,11,11,2.08,0.31,0.04,4,0.96,1
SITE1078,Oncology,CRC,2020-02-05,57,2020-04-02,15,15,11,1.86,0.19,0.05,3,0.9,0
SITE1078,Oncology,Breast Cancer,2024-10-16,83,2025-01-07,10,10,7,0.2,0.09,0.07,4,0.81,0
SITE1078,Endocrinology,T2D,2021-08-12,44,2021-09-25,14,58,53,5.11,0.06,0.0,8,0.84,2
SITE1078,Oncology,CRC,2022-06-20,57,2022-08-16,14,26,27,0.91,0.35,0.1,3,0.94,3
SITE1078,Oncology,Breast Cancer,2018-09-04,78,2018-11-21,11,8,8,0.22,0.08,0.03,5,0.91,4
SITE1078,Neurology,Epilepsy,2019-12-26,41,2020-02-05,9,11,7,0.83,0.22,0.08,6,0.97,4
SITE1078,Cardiology,HF,2020-12-29,28,2021-01-26,11,37,33,4.06,0.07,0.05,1,0.91,2
SITE1078,Oncology,Melanoma,2019-09-18,43,2019-10-31,14,36,40,2.62,0.15,0.07,5,0.75,1
SITE1079,Endocrinology,Obesity,2021-05-13,85,2021-08-06,12,57,58,4.05,0.18,0.02,6,0.88,1
SITE1079,Oncology,Prostate,2024-03-15,64,2024-05-18,8,19,22,2.39,0.14,0.06,4,0.95,0
SITE1079,Neurology,MS,2022-03-25,75,2022-06-08,8,26,25,2.71,0.13,0.03,4,0.77,3
SITE1079,Oncology,Melanoma,2021-04-20,73,2021-07-02,11,37,39,3.24,0.06,0.03,3,0.85,2
SITE1079,Neurology,MS,2021-06-26,68,2021-09-02,8,38,29,4.53,0.1,0.12,6,0.99,3
SITE1079,Oncology,NSCLC,2017-10-06,70,2017-12-15,15,32,26,1.24,0.25,0.0,4,0.91,1
SITE1079,Oncology,CRC,2019-07-11,83,2019-10-02,9,51,44,5.43,0.32,0.05,6,0.9,0
SITE1079,Cardiology,AF,2019-11-25,91,2020-02-24,5,25,25,4.49,0.2,0.0,1,0.76,1
SITE1079,Oncology,CRC,2019-09-16,71,2019-11-26,16,27,22,1.28,0.22,0.04,3,0.95,2
SITE1080,Oncology,NSCLC,2018-01-07,61,2018-03-09,13,34,30,2.71,0.18,0.07,4,0.89,4
SITE1080,Neurology,Epilepsy,2017-02-26,93,2017-05-30,13,49,41,4.98,0.33,0.0,5,0.87,2
SITE1080,Cardiology,ACS,2021-07-06,52,2021-08-27,13,30,31,3.26,0.25,0.08,2,0.87,3
SITE1080,Endocrinology,T2D,2018-09-06,67,2018-11-12,7,36,39,4.56,0.26,0.06,6,0.85,2
SITE1080,Oncology,NSCLC,2022-12-08,76,2023-02-22,8,36,34,4.62,0.32,0.0,6,0.81,0
SITE1080,Cardiology,ACS,2017-10-24,53,2017-12-16,8,16,10,1.11,0.3,0.06,8,0.89,1
SITE1080,Cardiology,ACS,2023-08-11,71,2023-10-21,4,14,15,3.2,0.25,0.07,0,0.83,4
SITE1080,Oncology,CRC,2021-06-01,76,2021-08-16,7,20,17,3.86,0.08,0.05,6,0.96,3
SITE1081,Oncology,CRC,2020-01-28,66,2020-04-03,8,6,0,0.48,0.11,0.09,6,0.92,2
SITE1081,Endocrinology,Obesity,2022-10-06,72,2022-12-17,4,30,30,8.43,0.28,0.03,4,0.85,3
SITE1081,Oncology,CRC,2024-01-21,79,2024-04-09,15,52,53,4.68,0.2,0.03,8,0.97,3
SITE1081,Oncology,Breast Cancer,2018-11-21,46,2019-01-06,10,55,50,6.03,0.27,0.02,7,0.88,3
SITE1081,Neurology,MS,2023-02-27,72,2023-05-10,7,23,23,3.07,0.1,0.08,1,0.89,0
SITE1082,Oncology,NSCLC,2022-11-07,78,2023-01-24,10,48,51,3.76,0.18,0.02,3,0.99,0
SITE1082,Neurology,MS,2020-01-04,66,2020-03-10,9,17,11,0.34,0.14,0.0,1,0.8,3
SITE1083,Oncology,NSCLC,2017-01-05,84,2017-03-30,6,34,36,5.32,0.16,0.06,4,0.8,4
SITE1083,Oncology,Melanoma,2019-07-13,89,2019-10-10,5,29,28,4.76,0.36,0.05,6,0.87,3
SITE1083,Cardiology,HF,2022-08-24,41,2022-10-04,8,12,8,1.45,0.16,0.08,5,0.97,3
SITE1084,Oncology,Breast Cancer,2019-09-11,80,2019-11-30,13,9,7,0.53,0.23,0.0,3,0.93,4
SITE1084,Oncology,Breast Cancer,2020-09-25,104,2021-01-07,5,55,53,10.0,0.25,0.05,5,0.73,2
SITE1084,Endocrinology,Obesity,2020-01-18,69,2020-03-27,12,56,53,3.6,0.04,0.06,10,0.85,0
SITE1084,Oncology,Melanoma,2024-03-31,84,2024-06-23,8,32,28,4.05,0.2,0.05,11,0.97,1
SITE1084,Neurology,MS,2019-02-15,57,2019-04-13,10,47,36,5.17,0.28,0.09,5,0.79,3
SITE1084,Cardiology,ACS,2018-08-11,48,2018-09-28,13,11,13,2.01,0.17,0.04,5,0.91,1
SITE1084,Oncology,Prostate,2017-01-19,54,2017-03-14,14,14,8,0.72,0.29,0.06,0,0.99,3
SITE1084,Oncology,NSCLC,2024-12-17,68,2025-02-23,8,16,22,2.12,0.2,0.0,5,0.8,2
SITE1085,Oncology,Breast Cancer,2022-12-01,77,2023-02-16,11,31,35,2.69,0.2,0.0,10,0.73,0
SITE1085,Cardiology,HF,2021-09-01,54,2021-10-25,12,7,3,1.12,0.19,0.05,2,0.9,0
SITE1085,Neurology,MS,2021-11-27,53,2022-01-19,11,49,49,4.59,0.29,0.04,1,0.81,0
SITE1085,Neurology,MS,2021-04-05,96,2021-07-10,5,41,45,8.09,0.14,0.0,9,0.9,0
SITE1085,Neurology,Epilepsy,2024-06-25,85,2024-09-18,14,30,35,1.16,0.15,0.05,3,0.77,4
SITE1085,Oncology,CRC,2024-01-29,43,2024-03-12,6,43,36,7.42,0.29,0.02,8,0.89,2
SITE1086,Oncology,Breast Cancer,2023-07-03,56,2023-08-28,6,17,15,3.32,0.2,0.04,9,0.96,4
SITE1086,Oncology,Prostate,2021-02-21,49,2021-04-11,6,6,5,1.06,0.15,0.07,14,0.97,4
SITE1086,Oncology,Prostate,2024-05-21,39,2024-06-29,10,13,13,0.4,0.32,0.06,3,0.87,3
SITE1086,Endocrinology,Obesity,2017-04-01,77,2017-06-17,6,44,45,6.72,0.29,0.0,9,0.88,2
SITE1086,Oncology,CRC,2023-07-01,50,2023-08-20,11,49,46,4.92,0.33,0.03,2,0.98,1
SITE1086,Oncology,Melanoma,2018-01-26,52,2018-03-19,3,11,12,3.12,0.21,0.11,3,0.73,0
SITE1086,Oncology,Breast Cancer,2017-08-20,98,2017-11-26,19,51,57,2.86,0.07,0.0,6,0.84,3
SITE1086,Oncology,NSCLC,2024-07-03,62,2024-09-03,9,6,10,1.1,0.24,0.07,5,0.87,2
SITE1086,Neurology,MS,2018-04-11,80,2018-06-30,20,5,4,0.2,0.05,0.09,6,0.81,1
SITE1086,Cardiology,ACS,2022-09-19,97,2022-12-25,10,26,25,2.03,0.12,0.03,0,0.81,4
SITE1087,Oncology,CRC,2024-10-27,76,2025-01-11,7,30,33,2.42,0.37,0.0,5,0.73,2
SITE1087,Oncology,Prostate,2022-10-05,44,2022-11-18,4,7,5,2.57,0.03,0.1,4,0.98,1
SITE1087,Oncology,Prostate,2018-05-22,68,2018-07-29,12,28,31,2.68,0.16,0.05,6,0.86,4
SITE1087,Oncology,Melanoma,2024-04-08,80,2024-06-27,12,57,66,5.44,0.06,0.05,2,0.92,3
SITE1087,Oncology,Prostate,2024-09-25,28,2024-10-23,15,49,42,2.85,0.17,0.04,9,0.92,2
SITE1087,Endocrinology,T2D,2017-08-09,106,2017-11-23,3,58,55,10.0,0.24,0.08,7,0.72,2
SITE1088,Oncology,Prostate,2017-12-01,30,2017-12-31,15,47,44,3.93,0.24,0.02,8,0.99,3
SITE1088,Endocrinology,Obesity,2020-04-23,99,2020-07-31,19,52,42,2.47,0.08,0.1,6,0.86,1
SITE1088,Oncology,CRC,2017-01-20,66,2017-03-27,9,23,24,2.1,0.14,0.09,7,0.92,3
SITE1089,Cardiology,HF,2022-03-14,88,2022-06-10,8,29,28,2.63,0.06,0.09,8,0.98,3
SITE1089,Neurology,MS,2021-02-22,77,2021-05-10,13,35,34,3.46,0.08,0.05,6,0.86,3
SITE1089,Endocrinology,Obesity,2022-07-05,109,2022-10-22,11,35,32,2.28,0.4,0.08,4,0.98,4
SITE1089,Neurology,MS,2021-04-11,60,2021-06-10,3,45,44,10.0,0.34,0.03,2,0.78,1
SITE1090,Cardiology,HF,2024-06-29,75,2024-09-12,6,49,47,9.37,0.15,0.07,5,0.84,4
SITE1090,Endocrinology,Obesity,2024-11-03,71,2025-01-13,9,40,38,4.83,0.2,0.02,6,0.85,3
SITE1090,Oncology,CRC,2019-01-26,66,2019-04-02,13,27,23,2.47,0.24,0.09,8,0.76,1
SITE1090,Oncology,Melanoma,2017-07-17,85,2017-10-10,13,47,41,3.36,0.22,0.05,10,0.86,0
SITE1090,Endocrinology,T2D,2020-07-23,49,2020-09-10,9,30,22,4.89,0.26,0.05,4,0.86,1
SITE1090,Neurology,Epilepsy,2023-03-14,59,2023-05-12,8,13,15,0.9,0.17,0.02,12,0.85,1
SITE1090,Oncology,Prostate,2020-06-02,109,2020-09-19,21,44,43,1.38,0.28,0.03,10,0.94,2
SITE1090,Oncology,CRC,2021-10-17,66,2021-12-22,11,41,37,4.78,0.41,0.03,6,0.76,3
SITE1091,Oncology,CRC,2017-07-05,51,2017-08-25,15,27,26,2.66,0.09,0.07,8,0.8,1
SITE1091,Neurology,MS,2020-04-12,83,2020-07-04,12,5,5,0.23,0.18,0.02,4,0.85,1
SITE1091,Oncology,Prostate,2022-10-18,78,2023-01-04,18,40,37,1.77,0.23,0.05,5,0.99,2
SITE1091,Oncology,NSCLC,2022-04-19,77,2022-07-05,6,43,42,7.0,0.2,0.06,8,0.9,0
SITE1091,Endocrinology,Obesity,2022-01-03,62,2022-03-06,3,5,3,1.89,0.35,0.01,7,0.96,4
SITE1091,Oncology,Prostate,2019-11-20,75,2020-02-03,14,15,13,1.48,0.21,0.05,10,0.89,0
SITE1092,Endocrinology,T2D,2017-12-22,102,2018-04-03,13,33,29,3.21,0.43,0.04,7,0.88,1
SITE1092,Neurology,MS,2018-12-20,28,2019-01-17,14,30,28,2.33,0.21,0.11,1,0.81,4
SITE1092,Oncology,Breast Cancer,2024-11-30,74,2025-02-12,5,44,50,8.85,0.31,0.07,8,0.85,3
SITE1092,Oncology,Breast Cancer,2018-02-27,96,2018-06-03,18,36,27,2.6,0.26,0.1,6,0.77,1
SITE1092,Neurology,Epilepsy,2024-10-29,56,2024-12-24,7,46,40,7.55,0.2,0.06,3,0.99,0
SITE1092,Endocrinology,Obesity,2019-03-04,58,2019-05-01,7,9,12,0.81,0.18,0.04,2,0.87,1
SITE1092,Endocrinology,Obesity,2020-01-15,77,2020-04-01,3,13,13,5.24,0.36,0.05,6,0.86,1
SITE1092,Oncology,Melanoma,2024-01-27,47,2024-03-14,10,50,51,4.8,0.15,0.02,9,0.98,2
SITE1092,Cardiology,AF,2020-03-25,56,2020-05-20,15,43,40,4.17,0.2,0.09,4,0.98,4
SITE1092,Neurology,Epilepsy,2021-04-03,51,2021-05-24,9,9,9,0.2,0.31,0.04,6,0.9,2
SITE1092,Endocrinology,Obesity,2022-12-25,63,2023-02-26,8,47,50,6.95,0.11,0.05,4,0.83,2
SITE1092,Endocrinology,T2D,2021-02-01,55,2021-03-28,10,39,33,4.26,0.24,0.11,0,0.89,3
SITE1093,Oncology,NSCLC,2022-02-20,70,2022-05-01,7,28,22,4.79,0.23,0.03,10,0.72,3
SITE1093,Oncology,Breast Cancer,2019-11-17,34,2019-12-21,8,6,6,0.2,0.15,0.05,5,0.81,0
SITE1093,Neurology,Epilepsy,2021-11-22,46,2022-01-07,10,19,21,1.84,0.24,0.11,4,0.88,0
SITE1093,Oncology,Breast Cancer,2023-03-20,45,2023-05-04,7,15,10,2.73,0.26,0.06,5,0.88,1
SITE1093,Oncology,Prostate,2023-10-27,40,2023-12-06,11,6,4,0.2,0.27,0.06,4,0.93,2
SITE1093,Endocrinology,Obesity,2020-10-13,72,2020-12-24,8,57,45,7.14,0.26,0.03,0,0.99,2
SITE1093,Endocrinology,Obesity,2017-05-27,57,2017-07-23,10,51,49,4.5,0.17,0.03,11,0.92,2
SITE1093,Oncology,Prostate,2018-03-18,72,2018-05-29,9,57,63,6.02,0.09,0.03,4,0.93,2
SITE1093,Oncology,Prostate,2024-02-27,28,2024-03-26,5,9,10,1.73,0.3,0.02,11,0.99,1
SITE1094,Oncology,Prostate,2017-09-28,43,2017-11-10,6,53,47,9.01,0.18,0.03,5,0.98,3
SITE1094,Neurology,MS,2021-04-20,49,2021-06-08,7,28,30,3.71,0.19,0.05,3,0.83,0
SITE1094,Endocrinology,T2D,2021-09-20,84,2021-12-13,8,33,34,4.91,0.11,0.02,5,0.89,0
SITE1094,Cardiology,AF,2019-10-21,91,2020-01-20,13,27,18,2.73,0.28,0.04,6,0.83,0
SITE1094,Endocrinology,T2D,2019-01-11,28,2019-02-08,14,9,22,1.12,0.14,0.01,0,0.85,4
SITE1094,Cardiology,ACS,2017-04-22,91,2017-07-22,8,17,23,3.07,0.28,0.03,10,0.8,4
SITE1095,Cardiology,AF,2023-03-21,76,2023-06-05,4,57,53,10.0,0.25,0.07,13,0.79,3
SITE1095,Oncology,CRC,2017-08-06,83,2017-10-28,13,11,15,1.36,0.24,0.04,7,0.86,1
SITE1095,Endocrinology,Obesity,2020-03-12,39,2020-04-20,3,38,35,10.0,0.03,0.1,3,0.83,4
SITE1095,Cardiology,ACS,2017-01-12,57,2017-03-10,8,43,43,6.16,0.25,0.07,3,0.89,2
SITE1095,Neurology,Epilepsy,2024-10-05,71,2024-12-15,10,28,26,1.18,0.24,0.04,5,0.82,1
SITE1096,Endocrinology,T2D,2018-08-23,43,2018-10-05,11,19,21,1.36,0.22,0.04,2,0.82,0
SITE1096,Cardiology,HF,2023-07-17,49,2023-09-04,15,50,48,2.04,0.2,0.1,3,0.85,2
SITE1096,Oncology,Prostate,2019-02-06,83,2019-04-30,6,36,35,6.65,0.12,0.11,7,0.93,3
SITE1096,Oncology,CRC,2021-07-28,56,2021-09-22,13,24,18,2.17,0.37,0.04,3,0.84,3
SITE1096,Cardiology,HF,2019-11-06,64,2020-01-09,14,42,41,3.13,0.18,0.06,6,0.85,4
SITE1096,Oncology,Breast Cancer,2020-12-05,77,2021-02-20,10,27,24,2.51,0.3,0.07,3,0.92,2
SITE1097,Oncology,NSCLC,2021-08-07,93,2021-11-08,14,40,42,3.2,0.2,0.04,5,0.75,3
SITE1097,Oncology,CRC,2017-02-07,95,2017-05-13,16,6,6,0.34,0.24,0.03,4,0.81,2
SITE1097,Endocrinology,T2D,2017-09-03,72,2017-11-14,3,14,13,4.0,0.13,0.08,8,0.85,1
SITE1097,Oncology,Prostate,2018-06-30,81,2018-09-19,3,46,36,10.0,0.04,0.06,3,0.74,2
SITE1097,Oncology,Melanoma,2018-05-20,62,2018-07-21,3,46,39,10.0,0.12,0.05,3,0.89,3
SITE1097,Neurology,MS,2019-05-29,49,2019-07-17,11,5,0,0.2,0.26,0.06,0,0.88,0
SITE1098,Neurology,Epilepsy,2020-11-09,64,2021-01-12,10,6,0,0.2,0.16,0.01,4,0.9,0
SITE1098,Oncology,NSCLC,2018-07-26,67,2018-10-01,14,15,13,1.27,0.21,0.05,9,0.8,1
SITE1098,Neurology,MS,2018-06-28,85,2018-09-21,13,42,41,2.07,0.18,0.0,7,0.82,1
SITE1098,Endocrinology,Obesity,2019-05-29,28,2019-06-26,10,9,0,0.61,0.13,0.03,5,0.99,2
SITE1098,Neurology,MS,2020-08-09,62,2020-10-10,10,51,45,3.88,0.07,0.09,4,0.99,0
SITE1098,Endocrinology,T2D,2024-10-30,52,2024-12-21,8,5,3,0.72,0.13,0.07,9,0.8,2
SITE1098,Neurology,Epilepsy,2019-12-21,73,2020-03-03,9,38,37,4.76,0.04,0.05,6,0.75,3
SITE1098,Oncology,Breast Cancer,2020-03-01,93,2020-06-02,6,30,27,5.42,0.06,0.02,9,0.7,1
SITE1099,Oncology,Breast Cancer,2018-09-30,69,2018-12-08,7,50,46,7.71,0.16,0.05,9,0.85,2
SITE1099,Endocrinology,Obesity,2022-12-05,64,2023-02-07,6,27,26,4.74,0.1,0.06,2,0.83,4
SITE1099,Oncology,Prostate,2022-01-11,28,2022-02-08,3,7,13,2.5,0.16,0.05,6,0.98,4
SITE1099,Cardiology,ACS,2021-11-15,32,2021-12-17,10,19,26,2.51,0.18,0.07,1,0.9,3
SITE1099,Cardiology,HF,2018-01-28,79,2018-04-17,14,39,34,0.99,0.26,0.03,7,0.74,2
SITE1100,Oncology,Breast Cancer,2022-02-05,75,2022-04-21,11,9,12,0.2,0.18,0.06,2,0.83,2
SITE1100,Cardiology,AF,2023-01-04,105,2023-04-19,9,54,48,5.95,0.08,0.05,3,0.72,1
SITE1100,Endocrinology,Obesity,2019-05-07,52,2019-06-28,5,12,18,1.71,0.22,0.04,6,0.93,4
SITE1100,Oncology,CRC,2017-06-23,82,2017-09-13,9,51,47,5.4,0.23,0.0,6,0.97,4
SITE1100,Endocrinology,Obesity,2024-07-04,74,2024-09-16,8,7,5,0.86,0.22,0.03,3,0.88,1
SITE1101,Oncology,Breast Cancer,2023-08-29,58,2023-10-26,11,27,25,1.23,0.24,0.1,7,0.9,1
SITE1101,Oncology,Breast Cancer,2018-12-07,86,2019-03-03,15,19,19,0.84,0.1,0.1,5,0.82,3
SITE1101,Oncology,Prostate,2020-03-24,90,2020-06-22,11,40,35,4.77,0.05,0.05,2,0.87,0
SITE1101,Cardiology,HF,2024-05-08,78,2024-07-25,14,37,29,2.68,0.21,0.07,8,0.88,2
SITE1101,Oncology,CRC,2019-04-12,74,2019-06-25,10,15,13,0.48,0.16,0.02,5,0.85,1
SITE1101,Cardiology,HF,2019-02-15,69,2019-04-25,11,41,46,2.95,0.31,0.06,6,0.91,1
SITE1101,Oncology,NSCLC,2019-11-03,74,2020-01-16,11,18,15,1.88,0.3,0.01,7,0.8,1
SITE1101,Oncology,Breast Cancer,2022-09-22,32,2022-10-24,11,28,31,2.14,0.17,0.04,5,0.86,0
SITE1102,Neurology,MS,2022-06-16,57,2022-08-12,12,13,11,0.2,0.2,0.08,7,0.75,2
SITE1102,Oncology,CRC,2020-12-10,74,2021-02-22,6,16,9,1.42,0.09,0.03,6,0.95,2
SITE1102,Endocrinology,Obesity,2022-06-22,84,2022-09-14,9,47,52,4.57,0.26,0.09,7,0.83,1
SITE1102,Cardiology,HF,2021-04-25,44,2021-06-08,14,29,28,2.43,0.31,0.0,4,0.89,3
SITE1102,Cardiology,ACS,2020-09-01,73,2020-11-13,8,8,0,0.75,0.17,0.06,3,0.74,2
SITE1102,Oncology,Melanoma,2023-10-19,79,2024-01-06,16,33,33,1.17,0.22,0.02,5,0.89,3
SITE1103,Oncology,NSCLC,2021-12-15,60,2022-02-13,17,37,35,1.84,0.11,0.0,0,0.86,2
SITE1103,Endocrinology,T2D,2019-04-22,53,2019-06-14,10,50,43,6.25,0.23,0.1,8,0.71,0
SITE1103,Cardiology,HF,2017-04-19,28,2017-05-17,5,5,2,2.08,0.24,0.07,5,0.87,3
SITE1103,Cardiology,ACS,2019-01-24,67,2019-04-01,12,59,60,4.31,0.17,0.08,6,0.8,4
SITE1103,Cardiology,HF,2024-10-18,64,2024-12-21,6,45,42,9.09,0.14,0.01,4,0.99,4
SITE1103,Oncology,NSCLC,2019-07-27,82,2019-10-17,7,8,12,1.58,0.18,0.0,11,0.74,2
SITE1103,Oncology,Melanoma,2018-06-21,77,2018-09-06,13,30,28,2.29,0.16,0.11,7,0.89,1
SITE1103,Cardiology,ACS,2024-04-07,87,2024-07-03,15,26,19,1.37,0.22,0.04,1,0.87,3
SITE1103,Oncology,Breast Cancer,2023-01-22,99,2023-05-01,12,41,40,2.88,0.34,0.04,0,0.89,4
SITE1104,Endocrinology,T2D,2022-03-02,55,2022-04-26,13,52,50,4.08,0.07,0.02,8,0.73,2
SITE1104,Cardiology,HF,2022-08-23,89,2022-11-20,3,34,35,10.0,0.18,0.09,7,0.77,3
SITE1104,Oncology,Breast Cancer,2023-04-13,86,2023-07-08,6,20,24,2.77,0.19,0.02,5,0.98,2
SITE1104,Neurology,MS,2021-07-14,62,2021-09-14,11,34,32,2.71,0.06,0.1,8,0.91,3
SITE1104,Cardiology,ACS,2024-12-06,76,2025-02-20,8,59,55,7.95,0.18,0.05,7,0.89,2
SITE1104,Oncology,NSCLC,2021-07-01,80,2021-09-19,11,13,15,1.24,0.17,0.04,5,0.81,0
SITE1104,Oncology,Breast Cancer,2021-10-23,90,2022-01-21,16,14,12,0.99,0.21,0.07,5,0.96,0
SITE1104,Endocrinology,T2D,2017-10-24,71,2018-01-03,15,51,45,4.06,0.13,0.06,2,0.75,4
SITE1104,Oncology,Melanoma,2024-04-02,101,2024-07-12,8,38,35,4.98,0.24,0.01,4,0.87,2
SITE1104,Oncology,CRC,2021-05-27,55,2021-07-21,9,8,18,0.69,0.33,0.01,4,0.91,0
SITE1105,Endocrinology,T2D,2020-07-16,82,2020-10-06,7,52,46,7.24,0.09,0.07,0,0.9,3
SITE1105,Cardiology,AF,2017-10-10,57,2017-12-06,8,13,7,2.16,0.24,0.08,7,0.88,0
SITE1105,Endocrinology,Obesity,2023-06-29,90,2023-09-27,14,24,26,2.11,0.35,0.07,5,0.91,3
SITE1105,Endocrinology,Obesity,2019-11-30,108,2020-03-17,8,17,18,1.68,0.14,0.08,5,0.98,0
SITE1105,Oncology,Prostate,2018-05-01,57,2018-06-27,11,19,15,1.29,0.23,0.08,4,0.87,3
SITE1105,Endocrinology,T2D,2017-11-22,40,2018-01-01,13,37,35,3.13,0.22,0.0,7,0.79,4
SITE1106,Oncology,Prostate,2022-10-03,63,2022-12-05,9,39,35,4.05,0.12,0.04,13,0.94,3
SITE1106,Oncology,Prostate,2022-03-09,97,2022-06-14,3,59,45,10.0,0.17,0.07,1,0.84,4
SITE1106,Oncology,Prostate,2023-01-03,67,2023-03-11,4,13,11,3.23,0.31,0.0,5,0.9,3
SITE1106,Neurology,MS,2017-07-05,54,2017-08-28,11,18,18,1.01,0.08,0.02,8,0.95,0
SITE1106,Oncology,Melanoma,2017-05-03,65,2017-07-07,11,30,36,1.96,0.17,0.05,8,0.79,3
SITE1106,Oncology,CRC,2020-06-08,72,2020-08-19,4,41,47,9.7,0.23,0.02,5,0.81,1
SITE1107,Oncology,CRC,2022-08-20,67,2022-10-26,6,39,39,7.68,0.21,0.05,7,0.87,4
SITE1107,Cardiology,AF,2023-07-09,75,2023-09-22,4,6,10,1.86,0.09,0.13,2,0.87,1
SITE1107,Neurology,Epilepsy,2023-06-04,28,2023-07-02,11,40,37,4.61,0.23,0.02,9,0.7,2
SITE1107,Endocrinology,T2D,2023-11-22,78,2024-02-08,11,5,0,0.2,0.13,0.02,6,0.88,1
SITE1107,Oncology,Breast Cancer,2017-11-11,43,2017-12-24,3,52,52,10.0,0.27,0.05,6,0.87,3
SITE1107,Oncology,CRC,2018-01-15,42,2018-02-26,9,5,4,0.2,0.03,0.03,1,0.74,4
SITE1107,Oncology,Melanoma,2019-01-15,44,2019-02-28,8,27,32,3.55,0.18,0.02,4,0.86,3
SITE1108,Oncology,NSCLC,2022-11-13,75,2023-01-27,10,16,16,1.47,0.46,0.1,5,0.79,3
SITE1108,Cardiology,ACS,2022-11-25,59,2023-01-23,3,21,16,6.99,0.21,0.0,8,0.92,0
SITE1108,Endocrinology,T2D,2020-03-22,61,2020-05-22,4,31,33,6.72,0.18,0.04,7,0.84,3
SITE1108,Oncology,CRC,2020-06-05,39,2020-07-14,7,27,30,4.0,0.16,0.04,0,0.92,4
SITE1108,Oncology,Breast Cancer,2019-11-02,85,2020-01-26,11,37,45,3.8,0.22,0.07,0,0.87,1
SITE1108,Endocrinology,T2D,2022-09-14,70,2022-11-23,10,10,11,0.41,0.12,0.0,3,0.96,2
SITE1108,Oncology,Breast Cancer,2022-04-13,71,2022-06-23,14,54,56,3.41,0.24,0.05,5,0.82,1
SITE1108,Oncology,Prostate,2022-12-23,71,2023-03-04,4,29,25,8.3,0.07,0.02,5,0.97,2
SITE1108,Endocrinology,T2D,2024-12-13,50,2025-02-01,14,6,5,0.3,0.26,0.05,8,0.98,1
SITE1109,Oncology,Breast Cancer,2023-05-05,115,2023-08-28,12,35,28,2.98,0.27,0.07,6,0.94,4
SITE1109,Oncology,CRC,2021-03-05,53,2021-04-27,5,59,57,10.0,0.26,0.03,7,0.85,3
SITE1109,Neurology,MS,2019-04-03,71,2019-06-13,9,32,26,4.41,0.17,0.04,1,0.89,2
SITE1109,Endocrinology,T2D,2021-06-17,94,2021-09-19,13,33,33,2.89,0.26,0.02,2,0.99,0
SITE1109,Endocrinology,Obesity,2017-08-03,54,2017-09-26,8,33,38,3.63,0.21,0.05,8,0.9,1
SITE1110,Neurology,MS,2020-10-05,82,2020-12-26,13,55,53,3.87,0.15,0.02,8,0.99,1
SITE1110,Oncology,NSCLC,2017-12-13,76,2018-02-27,17,52,47,4.08,0.13,0.0,5,0.89,3
SITE1110,Oncology,Melanoma,2024-04-09,64,2024-06-12,11,16,22,1.46,0.38,0.03,4,0.99,0
SITE1110,Oncology,Melanoma,2023-10-01,49,2023-11-19,8,19,18,2.01,0.14,0.0,2,0.9,3
SITE1110,Oncology,NSCLC,2024-01-14,82,2024-04-05,9,6,0,0.63,0.19,0.07,3,0.91,3
SITE1110,Oncology,CRC,2023-01-16,41,2023-02-26,7,52,48,7.67,0.13,0.02,12,0.82,2
SITE1110,Oncology,Prostate,2018-10-01,79,2018-12-19,8,26,31,4.0,0.12,0.08,9,0.84,2
SITE1110,Cardiology,ACS,2021-06-04,102,2021-09-14,12,49,43,3.97,0.19,0.04,6,0.93,0
SITE1110,Oncology,Prostate,2017-01-09,65,2017-03-15,3,23,17,6.46,0.17,0.11,7,0.88,0
SITE1110,Neurology,Epilepsy,2017-12-10,61,2018-02-09,17,17,16,1.08,0.3,0.11,3,0.83,2
SITE1111,Endocrinology,Obesity,2018-08-06,58,2018-10-03,7,11,8,2.32,0.17,0.08,6,0.96,0
SITE1111,Oncology,Breast Cancer,2019-12-17,70,2020-02-25,9,20,22,1.87,0.34,0.06,4,0.85,3
SITE1111,Cardiology,AF,2022-06-04,51,2022-07-25,9,45,48,5.51,0.15,0.08,7,0.94,4
SITE1111,Oncology,Melanoma,2021-06-03,52,2021-07-25,7,6,8,1.01,0.12,0.06,8,0.84,0
SITE1111,Oncology,Melanoma,2020-04-04,61,2020-06-04,11,6,1,0.48,0.28,0.03,9,0.74,3
SITE1112,Neurology,Epilepsy,2023-10-02,29,2023-10-31,10,59,60,4.94,0.33,0.05,7,0.87,4
SITE1112,Cardiology,ACS,2019-01-07,62,2019-03-10,7,8,10,1.42,0.3,0.02,12,0.8,2
SITE1112,Endocrinology,Obesity,2022-12-13,59,2023-02-10,7,21,23,4.16,0.11,0.01,8,0.91,4
SITE1112,Oncology,Prostate,2023-02-14,56,2023-04-11,13,27,32,1.61,0.19,0.03,3,0.8,3
SITE1112,Oncology,NSCLC,2020-02-06,95,2020-05-11,11,17,13,1.75,0.17,0.04,7,0.76,2
SITE1112,Oncology,CRC,2019-03-05,105,2019-06-18,9,8,5,0.65,0.11,0.04,9,0.89,4
SITE1112,Cardiology,HF,2021-03-27,41,2021-05-07,6,13,15,2.64,0.19,0.0,0,0.79,3
